"game_id","play_id","season","week","qtr","play_type","yardline_100","down","ydstogo","yards_gained","air_yards","yards_after_catch","opp_safety_prob","safety_prob","epa","total_home_epa","total_away_epa","total_home_rush_epa","total_away_rush_epa","total_home_pass_epa","total_away_pass_epa","air_epa","yac_epa","comp_air_epa","comp_yac_epa","total_home_comp_air_epa","total_away_comp_air_epa","total_home_comp_yac_epa","total_away_comp_yac_epa","total_home_raw_air_epa","total_away_raw_air_epa","total_home_raw_yac_epa","total_away_raw_yac_epa","wpa","vegas_wpa","vegas_home_wpa","total_home_rush_wpa","total_away_rush_wpa","total_home_pass_wpa","total_away_pass_wpa","air_wpa","yac_wpa","comp_air_wpa","comp_yac_wpa","total_home_comp_air_wpa","total_away_comp_air_wpa","total_home_comp_yac_wpa","total_away_comp_yac_wpa","total_home_raw_air_wpa","total_away_raw_air_wpa","total_home_raw_yac_wpa","total_away_raw_yac_wpa","first_down_rush","first_down_pass","first_down_penalty","third_down_converted","third_down_failed","fourth_down_converted","fourth_down_failed","interception","punt_downed","kickoff_downed","fumble_forced","fumble_not_forced","fumble_out_of_bounds","solo_tackle","safety","tackled_for_loss","fumble_lost","own_kickoff_recovery","own_kickoff_recovery_td","qb_hit","rush_attempt","pass_attempt","sack","touchdown","pass_touchdown","rush_touchdown","return_touchdown","fumble","assist_tackle","lateral_recovery","lateral_sack_player_id","lateral_sack_player_name","interception_player_id","interception_player_name","lateral_interception_player_id","lateral_interception_player_name","own_kickoff_recovery_player_id","own_kickoff_recovery_player_name","tackle_for_loss_1_player_id","tackle_for_loss_1_player_name","tackle_for_loss_2_player_id","tackle_for_loss_2_player_name","qb_hit_1_player_id","qb_hit_1_player_name","qb_hit_2_player_id","qb_hit_2_player_name","forced_fumble_player_1_team","forced_fumble_player_1_player_id","forced_fumble_player_1_player_name","forced_fumble_player_2_team","forced_fumble_player_2_player_id","forced_fumble_player_2_player_name","solo_tackle_1_team","solo_tackle_2_team","solo_tackle_1_player_id","solo_tackle_2_player_id","solo_tackle_1_player_name","solo_tackle_2_player_name","assist_tackle_1_player_id","assist_tackle_1_player_name","assist_tackle_1_team","assist_tackle_2_player_id","assist_tackle_2_player_name","assist_tackle_2_team","assist_tackle_3_player_id","assist_tackle_3_player_name","assist_tackle_3_team","assist_tackle_4_player_id","assist_tackle_4_player_name","assist_tackle_4_team","tackle_with_assist","tackle_with_assist_1_player_id","tackle_with_assist_1_player_name","tackle_with_assist_1_team","tackle_with_assist_2_player_id","tackle_with_assist_2_player_name","tackle_with_assist_2_team","pass_defense_1_player_id","pass_defense_1_player_name","pass_defense_2_player_id","pass_defense_2_player_name","fumbled_1_team","fumbled_1_player_id","fumbled_1_player_name","fumbled_2_player_id","fumbled_2_player_name","fumbled_2_team","fumble_recovery_1_team","fumble_recovery_1_yards","fumble_recovery_1_player_id","fumble_recovery_1_player_name","fumble_recovery_2_team","fumble_recovery_2_yards","fumble_recovery_2_player_id","fumble_recovery_2_player_name","sack_player_id","sack_player_name","half_sack_1_player_id","half_sack_1_player_name","half_sack_2_player_id","half_sack_2_player_name","safety_player_name","safety_player_id","series_success","drive_first_downs","success","first_down","qb_epa","xyac_epa","xyac_success"
"2024_01_BAL_KC",43,2024,1,1,"kickoff",35,NA,0,0,NA,NA,0.00232455134391785,0.00326458411291242,0.257819156162441,-0.257819156162441,0.257819156162441,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0.00033828616142273,0.00398460030555725,-0.00398460030555725,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,0,0.257819156162441,NA,NA
"2024_01_BAL_KC",60,2024,1,1,"run",70,1,10,2,NA,NA,0.00315890158526599,0.00322825717739761,-0.295176590792835,0.037357434630394,-0.037357434630394,0.295176590792835,-0.295176590792835,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,-0.0118977725505829,0.000552535057067871,-0.000552535057067871,0.0118977725505829,-0.0118977725505829,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC",NA,"00-0037195",NA,"Ja.Watson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,-0.295176590792835,NA,NA
"2024_01_BAL_KC",82,2024,1,1,"no_play",68,2,8,0,NA,NA,0.00259303860366344,0.00341074774041772,-0.711562427226454,0.748919861856848,-0.748919861856848,0.295176590792835,-0.295176590792835,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,-0.0174332857131958,-0.0378613770008087,0.0378613770008087,0.0118977725505829,-0.0118977725505829,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,-0.711562427226454,NA,NA
"2024_01_BAL_KC",118,2024,1,1,"pass",73,2,13,2,-4,6,0.00331955985166132,0.0035813725553453,-0.389465508516878,1.13838537037373,-1.13838537037373,0.295176590792835,-0.295176590792835,0.389465508516878,-0.389465508516878,-1.26974382437766,0.880278315860778,-1.26974382437766,0.880278315860778,1.26974382437766,-1.26974382437766,-0.880278315860778,0.880278315860778,1.26974382437766,-1.26974382437766,-0.880278315860778,0.880278315860778,-0.0200271904468536,0.00329557061195374,-0.00329557061195374,0.0118977725505829,-0.0118977725505829,0.0200271904468536,-0.0200271904468536,0,-0.0200271904468536,0,-0.0200271904468536,0,0,0.0200271904468536,-0.0200271904468536,0,0,0.0200271904468536,-0.0200271904468536,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC",NA,"00-0038982",NA,"C.Conner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,-0.389465508516878,1.38306045869708,0.462349159934092
"2024_01_BAL_KC",148,2024,1,1,"pass",71,3,11,18,1,17,0.00399087136611342,0.00354105792939663,2.75424953876063,-1.61586416838691,1.61586416838691,0.295176590792835,-0.295176590792835,-2.36478403024375,2.36478403024375,-1.20934671955183,3.96359625831246,-1.20934671955183,3.96359625831246,2.47909054392949,-2.47909054392949,-4.84387457417324,4.84387457417324,2.47909054392949,-2.47909054392949,-4.84387457417324,4.84387457417324,0.0782390534877777,0.0696625709533691,-0.0696625709533691,0.0118977725505829,-0.0118977725505829,-0.0582118630409241,0.0582118630409241,0,0.0782390534877777,0,0.0782390534877777,0,0,-0.0582118630409241,0.0582118630409241,0,0,-0.0582118630409241,0.0582118630409241,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC",NA,"00-0037195",NA,"Ja.Watson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,2.75424953876063,1.07202353582785,0.20123534812592
"2024_01_BAL_KC",183,2024,1,1,"run",53,1,10,1,NA,NA,0.0014293824788183,0.00439430959522724,-0.493736950680614,-1.12212721770629,1.12212721770629,0.788913541473448,-0.788913541473448,-2.36478403024375,2.36478403024375,NA,NA,0,0,2.47909054392949,-2.47909054392949,-4.84387457417324,4.84387457417324,2.47909054392949,-2.47909054392949,-4.84387457417324,4.84387457417324,-0.000580489635467529,-0.0193370878696442,0.0193370878696442,0.0124782621860504,-0.0124782621860504,-0.0582118630409241,0.0582118630409241,NA,NA,0,0,0,0,-0.0582118630409241,0.0582118630409241,0,0,-0.0582118630409241,0.0582118630409241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00-0032762","C.Jones","KC","00-0030757","M.Pennel","KC",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,-0.493736950680614,NA,NA
"2024_01_BAL_KC",205,2024,1,1,"pass",52,2,9,0,-6,NA,0.00141112157143652,0.0052175591699779,-0.90042780758813,-0.221699410118163,0.221699410118163,0.788913541473448,-0.788913541473448,-1.46435622265562,1.46435622265562,-1.7508800891228,0.850452281534672,0,0,2.47909054392949,-2.47909054392949,-4.84387457417324,4.84387457417324,4.22997063305229,-4.22997063305229,-5.69432685570791,5.69432685570791,-0.0322829186916351,-0.0265776515007019,0.0265776515007019,0.0124782621860504,-0.0124782621860504,-0.0259289443492889,0.0259289443492889,0,-0.0322829186916351,0,0,0,0,-0.0582118630409241,0.0582118630409241,0,0,-0.0259289443492889,0.0259289443492889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"00-0037819","L.Chenal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,-0.90042780758813,1.57166633374655,0.376138112973422
"2024_01_BAL_KC",239,2024,1,1,"no_play",52,3,9,NA,NA,NA,0.00155498273670673,0.00538699980825186,0.00225855782628059,-0.223957967944443,0.223957967944443,0.788913541473448,-0.788913541473448,-1.46435622265562,1.46435622265562,NA,NA,NA,NA,2.47909054392949,-2.47909054392949,-4.84387457417324,4.84387457417324,4.22997063305229,-4.22997063305229,-5.69432685570791,5.69432685570791,0,-0.00158298015594482,0.00158298015594482,0.0124782621860504,-0.0124782621860504,-0.0259289443492889,0.0259289443492889,NA,NA,NA,NA,0,0,-0.0582118630409241,0.0582118630409241,0,0,-0.0259289443492889,0.0259289443492889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,0.00225855782628059,NA,NA
"2024_01_BAL_KC",273,2024,1,1,"pass",52,3,9,19,18,1,0.00155495619401336,0.00520503940060735,2.67281892045867,-2.89677688840311,2.89677688840311,0.788913541473448,-0.788913541473448,-4.13717514311429,4.13717514311429,2.56830892816652,0.104509992292151,2.56830892816652,0.104509992292151,-0.0892183842370287,0.0892183842370287,-4.94838456646539,4.94838456646539,1.66166170488577,-1.66166170488577,-5.79883684800006,5.79883684800006,0.100848138332367,0.0835971534252167,-0.0835971534252167,0.0124782621860504,-0.0124782621860504,-0.126777082681656,0.126777082681656,0,0.100848138332367,0,0.100848138332367,0,0,-0.159060001373291,0.159060001373291,0,0,-0.126777082681656,0.126777082681656,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC",NA,"00-0037191",NA,"T.McDuffie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,2.67281892045867,0.385282196787724,1
"2024_01_BAL_KC",298,2024,1,1,"run",33,1,10,6,NA,NA,0.000826597970444709,0.00158019852824509,0.307489728205837,-3.20426661660895,3.20426661660895,0.481423813267611,-0.481423813267611,-4.13717514311429,4.13717514311429,NA,NA,0,0,-0.0892183842370287,0.0892183842370287,-4.94838456646539,4.94838456646539,1.66166170488577,-1.66166170488577,-5.79883684800006,5.79883684800006,0.003650963306427,-0.00546577572822571,0.00546577572822571,0.00882729887962341,-0.00882729887962341,-0.126777082681656,0.126777082681656,NA,NA,0,0,0,0,-0.159060001373291,0.159060001373291,0,0,-0.126777082681656,0.126777082681656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KC",NA,"00-0034361",NA,"J.Reid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,0,0.307489728205837,NA,NA
